FEATURE_ID|FEATURE_NAME|FEATURE_NAME_OFFICIAL|DATE_CREATED
75475|Downtown Church of Christ|Y|
75476|Drokes Chapel (historical)|Y|
75477|Drokes School (historical)|Y|
75477|Droke School||
75478|Duckworth School (historical)|Y|
75478|Flint-Duckworth School||
75479|Dug Hill|Y|
75480|Dug Hill Cemetery|Y|
75481|Dug Hill School (historical)|Y|
75482|Eagle Corner|Y|
75483|Eagle Corner School (historical)|Y|
75483|Eagle Schoolhouse||
75484|Eastside Elementary School|Y|
75485|Eden Ford (historical)|Y|
75486|Eldorado Springs (historical)|Y|
75486|Eldorado||
75487|Electric Springs (historical)|Y|
75488|Elmwood Middle School|Y|09/24/2016
75488|Elmwood Junior High School||
75489|Esculapia Spring|Y|
75489|Esculapia Springs||
75490|Evening Star School (historical)|Y|
75491|Fairmount|Y|
75491|Georgia Flats||
75492|Fairmount Baptist Church (historical)|Y|
75493|Fairmount School (historical)|Y|
75494|Fairview School (historical)|Y|
75495|Fairview School (historical)|Y|
75495|Buzzard Flock School||
75495|Buzzard Flop School||
75496|Faith Christian Fellowship Church|Y|
75497|Falling Springs|Y|
75498|Falling Springs Cemetery|Y|
75499|Falling Springs Community Church|Y|
75500|Falling Springs School (historical)|Y|
75501|Felker (historical)|Y|
75502|Field Kindley Memorial Park|Y|
75502|Field Kindley Park||
75502|Kindley Park||
75503|First Assembly of God Church|Y|
75504|First Baptist Church of Bentonville|Y|
75505|Crump (historical)|Y|
75505|Crum||
75506|Spring Harbor Landing|Y|
75507|First Baptist Church of Rogers|Y|
75508|First Christian Church|Y|
75509|First Church of the Nazarene|Y|
75510|First Pentecostal Church of God|Y|
75511|First Presbyterian Church|Y|
75512|Fisher Ford|Y|
75513|Fishers Ford|Y|
75514|Fisher Ford Bridge|Y|
75515|Fishtrap Ford (historical)|Y|
75516|Flint (historical)|Y|
75517|Ford Park|Y|
75518|Freedom School (historical)|Y|
75519|Freeman (historical)|Y|
75520|Friendship School (historical)|Y|
75521|Frisco Holiness Church (historical)|Y|
75522|Firsco School (historical)|Y|
75522|Frisco Springs School||
75523|Frisco Springs (historical)|Y|
75524|Gallatin (historical)|Y|
75524|Gallitin||
75525|Garfield Baptist Church|Y|
75526|Garfield Church of Christ|Y|
75527|Garfield Elementary School|Y|
75528|Gateway Assembly of God Church|Y|
75529|Gentry Elementary School|Y|
75530|Gentry High School|Y|
75531|Gentry Middle School|Y|
75532|Glasscock Mountain|Y|
75533|Goforth Bridge|Y|
75534|Goforth Ford|Y|
75535|Grace Hill Elementary School|Y|08/29/2006
75535|Grace F Hill Elementary School||08/29/2006
75536|Gravette High School|Y|
75537|Ozarks Community Hospital of Gravette|Y|03/28/2013
75537|Gravette Medical Center||
75538|Green Acres|Y|
75539|Green Valley Bible Campground|Y|
75540|Gum Springs Hollow|Y|
75541|Hart (historical)|Y|
75542|Hatfield Cemetery (historical)|Y|
75542|Wishon Cemetery||
75543|Healing Springs|Y|
75544|Healing Springs Bridge|Y|
75545|Helton Ford (historical)|Y|
75546|Henry Mountain|Y|
75547|Henson Cemetery (historical)|Y|
75548|Hickory Creek Baptist Church|Y|
75549|Hickory Creek Cemetery|Y|
75550|Hico|Y|
75551|Highfill Baptist Church|Y|
75552|Highfill Methodist Church|Y|
75553|Highfill Spring|Y|
75554|Hill Top|Y|
75555|Hillcrest Cemetery|Y|
75555|International Order of Odd Fellows Cemetery||
75556|Hiwasse School (historical)|Y|
75557|Holts Mill (historical)|Y|
75558|Hoover (historical)|Y|
75559|Hope Evangelical Free Church|Y|
75560|Hopewell School (historical)|Y|
75560|Tucks Chapel School||
75561|House of God|Y|
75562|Huffman Ford (historical)|Y|
75563|Hurd (historical)|Y|
75563|Herd||
75564|Illinois Valley School (historical)|Y|
75565|Immanuel Baptist Church|Y|
75566|Ingersoll Cemetery (historical)|Y|
75567|Jaybird (historical)|Y|
75568|Jaybird Church (historical)|Y|
75569|Jaybird School (historical)|Y|
75570|Jaybird School (historical)|Y|
75571|Gentry Mountain|Y|
75572|Jefferson School (historical)|Y|
75573|Jennings Ford (historical)|Y|
75574|Joyzelle Camp (historical)|Y|
75574|Joyzell Camp||
75575|Keiths Ford|Y|
75576|Key (historical)|Y|
75577|Kincheloe School (historical)|Y|
75577|Kinchlo School||
75578|Knox Ferry (historical)|Y|
75578|Knoxs Ferry||
75579|Knox Ford (historical)|Y|
75580|Lakeland Hills|Y|
75581|Lee (historical)|Y|
75582|Lee Church (historical)|Y|
75583|Lee School (historical)|Y|
75584|Leetown|Y|
75584|Lee Town||
75585|Leetown Academy (historical)|Y|
75586|Liberty (historical)|Y|
75587|Liberty School (historical)|Y|
75587|Liberty Bell School||
75588|Liberty School (historical)|Y|
75589|Line Store (historical)|Y|
75589|Line Station||
75590|Little Clifty Creek|Y|
75590|Little Clifty Branch||
75591|Little Flock School (historical)|Y|
75591|Union School||
75592|Logan Cemetery|Y|
75593|Logan Church (historical)|Y|
75594|Logan Mill (historical)|Y|
75594|Albion Mill||
75594|Logan Cave Mill||
75595|Logan School (historical)|Y|
75596|Logan Special School (historical)|Y|
75597|Lone Cedar School (historical)|Y|
75598|Lone Elm (historical)|Y|
75599|Lone Elm Church (historical)|Y|
75600|Lone Elm School (historical)|Y|
75601|Lost Bridge (historical)|Y|
75602|Lowell Elementary School|Y|
75603|Lower Round Top|Y|
75603|Hammer Round Top||
75603|Round Top||
75604|Cobb Lake (historical)|Y|
75605|Banty (historical)|Y|
75606|Dickey (historical)|Y|
75607|Mineral (historical)|Y|
75608|Reeds Landing|Y|
75609|Willowdale (historical)|Y|
75610|Altharp (historical)|Y|
75611|Craigs Mill (historical)|Y|
75612|Camp Ground|Y|
75613|Camp Ground School (historical)|Y|
75614|Crowley|Y|
75615|Bellmeade Church (historical)|Y|
75616|Bellmeade School (historical)|Y|
75617|Long Pond (historical)|Y|
75618|Ninetysix Landing|Y|
75619|Opossum Lake (historical)|Y|
75620|Wedlock Elementary School|Y|
75621|New Salem|Y|
75622|Overholt Landing Strip (historical)|Y|
75623|Pleasant Grove|Y|
75624|Shady Grove|Y|
75625|Alford Lake|Y|04/30/1980
75626|Allen Lake|Y|04/30/1980
75627|Alligator Hole|Y|04/30/1980
75627|Gar Hole||
75628|Alligator Lake|Y|04/30/1980
75629|Anthony Lake|Y|04/30/1980
75629|Andy Lake||
75629|Horse Shoe Lake||
75629|Horseshoe Lake||
75630|Applewhite Cut-off Lake|Y|04/30/1980
75631|Bacon Lake|Y|04/30/1980
75632|Bailey Hill Reservoir|Y|04/30/1980
75633|Barnes Lake|Y|04/30/1980
75634|Barton Lake|Y|04/30/1980
75635|Bearskin Lake|Y|04/30/1980
75636|Beatty Pond|Y|04/30/1980
75637|Beaver Lake|Y|04/30/1980
75638|Beaver Pond|Y|04/30/1980
75639|Beaver Pond|Y|04/30/1980
75640|Ben Davis Lake|Y|04/30/1980
75641|Bend Lake|Y|04/30/1980
75642|Lake Beulah|Y|04/30/1980
75643|Big Horseshoe Brake|Y|04/30/1980
75644|Big Lake|Y|04/30/1980
75645|Big Round Lake|Y|04/30/1980
75646|Big Twin Lake|Y|04/30/1980
75647|Big Yancopin Lake|Y|04/30/1980
75648|Bilbo Lake|Y|04/30/1980
75649|Billy Moore Lake|Y|04/30/1980
75650|Black Lake|Y|04/30/1980
75651|Black Lake|Y|04/30/1980
75652|Black Lake Slough|Y|04/30/1980
75653|Blackwater Lakes|Y|04/30/1980
75654|Blue Bayou|Y|04/30/1980
75655|Blue Lake|Y|04/30/1980
75656|Lake Boggy Bayou|Y|04/30/1980
75657|Bois d'Arc Lake|Y|04/30/1980
75658|Boyce Lake|Y|04/30/1980
75659|Brean Lake|Y|04/30/1980
75660|Brown Lake|Y|04/30/1980
75661|Brown Lake|Y|04/30/1980
75662|Brushy Lake|Y|04/30/1980
75663|Buck Lake|Y|04/30/1980
75664|Buck Pond|Y|04/30/1980
75665|Bull Pizzle Lake|Y|04/30/1980
75666|Burns Pond|Y|04/30/1980
75667|Cages Lake|Y|04/30/1980
75668|Camp Lake|Y|04/30/1980
75669|Chase Reservoir|Y|04/30/1980
75670|Cheek Lake|Y|04/30/1980
75671|Lake Cherrywood|Y|04/30/1980
75672|Claypool Reservoir|Y|04/30/1980
75673|Clear Lake|Y|04/30/1980
75674|Clear Lake|Y|04/30/1980
75675|Clearwater Lake|Y|04/30/1980
75676|Cobb Lake|Y|04/30/1980
75677|Coca Cola Lake|Y|04/30/1980
75678|Cocklebur Lake|Y|04/30/1980
75679|Cold Spring Lake|Y|04/30/1980
75680|Lake Conway|Y|04/30/1980
75681|Cooks Lake|Y|04/30/1980
75682|Cooper Lake|Y|04/30/1980
75682|Tyler Lake||
75683|Cottonwood Chute|Y|04/30/1980
75684|Cow Pond|Y|04/30/1980
75685|Crane Lake|Y|04/30/1980
75686|Crane Lake|Y|04/30/1980
75687|Crowe Hill Reservoir|Y|04/30/1980
75688|Cut-off Lake|Y|04/30/1980
75689|Cypress Lake|Y|04/30/1980
75690|Cypress Lake|Y|04/30/1980
75691|David D Terry Lock and Dam|Y|04/30/1980
75692|Davis Lake|Y|04/30/1980
75693|Lake Defiance|Y|04/30/1980
75694|Devoe Lake|Y|04/30/1980
75695|Dierks Lake|Y|05/04/2009
75695|Dierks Reservoir||05/04/2009
75696|Dishpan Lake|Y|04/30/1980
75697|Drummond Lake|Y|04/30/1980
75698|Dry Lake|Y|04/30/1980
75699|Duck Lake|Y|04/30/1980
75700|Duck Roost Lake|Y|04/30/1980
75701|Dudley Lake|Y|04/30/1980
75702|Eagle Lake|Y|04/30/1980
75703|Elbow Lakes|Y|04/30/1980
75704|Ellison Lake|Y|04/30/1980
75705|Lake Elmdale|Y|04/30/1980
75706|English Lake|Y|04/30/1980
75707|Eunice Chute|Y|04/30/1980
75708|Farmers Lake|Y|04/30/1980
75709|First Lake|Y|04/30/1980
75710|Fish Lake|Y|04/30/1980
75711|Fish Lake|Y|04/30/1980
75712|Flag Lake|Y|04/30/1980
75713|Flat Lake|Y|04/30/1980
75714|Lake Frances|Y|04/30/1980
75714|Lake Francis||
75715|Gar Lake|Y|04/30/1980
75716|Gas Plant Lake|Y|04/30/1980
75717|Georgia Lake|Y|04/30/1980
75718|Ginhouse Lake|Y|04/30/1980
75719|Graddy Blue Hole|Y|04/30/1980
75720|Grand Cypress Lake|Y|04/30/1980
75721|Grand Lake|Y|04/30/1980
75722|Grassy Lake|Y|04/30/1980
75723|Grassy Lake|Y|04/30/1980
75724|Grassy Lake|Y|04/30/1980
75725|Grassy Lake|Y|04/30/1980
75726|Lake Greeson|Y|04/30/1980
75726|Narrows Lake||
75726|Narrows Reservoir||
75727|Gropper Lake|Y|04/30/1980
75727|Farrell Lake||
75728|Hades Lake|Y|04/30/1980
75729|Half Moon Lake|Y|04/30/1980
75730|Half Moon Lake|Y|04/30/1980
75731|Haller Lake|Y|04/30/1980
75732|Harris Pond|Y|04/30/1980
75733|Hog Lake|Y|04/30/1980
75734|Hog Pond|Y|04/30/1980
75735|Hollingsworth Brake|Y|04/30/1980
75736|Hood Lake|Y|04/30/1980
75737|Hopefield Lake|Y|04/30/1980
75738|Horn Lake|Y|04/30/1980
75739|Horseshoe Lake|Y|04/30/1980
75740|Horseshoe Lake|Y|04/30/1980
75741|Horseshoe Lake|Y|04/30/1980
75742|Horseshoe Lake|Y|04/30/1980
75743|Horseshoe Lake|Y|04/30/1980
75744|Horseshoe Lake|Y|04/30/1980
75745|Hudson Lake|Y|04/30/1980
75746|Lake Isaacs|Y|04/30/1980
75747|Jacobs Lake|Y|04/30/1980
75748|Jarvis Lake|Y|04/30/1980
75749|Keeland Lake|Y|04/30/1980
75750|Keller Lake|Y|04/30/1980
75751|Kinion Lake|Y|04/30/1980
75752|LaVoice Lake|Y|04/30/1980
75753|Lake Ola-dale|Y|04/30/1980
75754|Langford Lake|Y|04/30/1980
75755|Larkin Lake|Y|04/30/1980
75756|Legate Lake|Y|04/30/1980
75757|Leland Chute|Y|04/30/1980
75758|Lemmons Lake|Y|04/30/1980
75759|Lincoln Lake|Y|04/30/1980
75760|Lake Lingo|Y|04/30/1980
75761|Little Bay Lake|Y|04/30/1980
75761|Little Bay||
75762|Little Cypress Lake|Y|04/30/1980
75763|Little Horseshoe Brake|Y|04/30/1980
75764|Little Lake|Y|04/30/1980
75765|Little Pecan Lake|Y|04/30/1980
75766|Little Twin Lake|Y|04/30/1980
75767|Little Yancopin Lake|Y|04/30/1980
75768|Long Lake|Y|04/30/1980
75769|Long Lake|Y|04/30/1980
75770|Long Lake|Y|04/30/1980
75771|Long Lake|Y|04/30/1980
75772|Long Lake|Y|04/30/1980
75773|Long Lake|Y|04/30/1980
75774|Long Lake|Y|04/30/1980
75775|Long Lake|Y|04/30/1980
75776|Looney Lake|Y|04/30/1980
75777|Lower Canada Lake|Y|04/30/1980
75778|Lower Moore Lake|Y|04/30/1980
75778|Moore Lakes||
75779|Lower Red Lake|Y|04/30/1980
75780|Lower Swan Lake|Y|04/30/1980
75781|Loyd Rodgers Reservoir|Y|04/30/1980
75782|Lucinda Lake|Y|04/30/1980
75783|Lumsdens Reservoir|Y|04/30/1980
75783|Jacobs Lake||
75783|Wheeler Lake||
75784|Marais Saline|Y|04/30/1980
75784|Marais Saline Lake||
75785|Lake Maumelle|Y|04/30/1980
75785|Big Maumelle Lake||
75786|McGuire Lake|Y|04/30/1980
75787|McQuire Lake|Y|04/30/1980
75788|Meadow Lake|Y|04/30/1980
75789|Mill Lake|Y|04/30/1980
75790|Mill Lake|Y|04/30/1980
75791|Moon Lake|Y|04/30/1980
75792|Moro Bay|Y|04/30/1980
75793|Mud Lake|Y|04/30/1980
75794|Mud Lake|Y|04/30/1980
75795|Muddy Lake|Y|04/30/1980
75796|Murphy Lake|Y|04/30/1980
75797|Murray Lock and Dam|Y|04/30/1980
75797|Lock and Dam Number 7||06/03/2010
75798|Narrows Dam|Y|04/30/1980
75799|New Meriwether Pond|Y|04/30/1980
75800|Newton Lake|Y|04/30/1980
75801|Nimrod Dam|Y|04/30/1980
75802|Nimrod Lake|Y|04/30/1980
75802|Nimrod Reservoir||
75803|Nineteen hundred and forty Cut-off Lake|Y|04/30/1980
75804|Nineteen hundred and sixteen Cut-off|Y|04/30/1980
75805|Noble Lake|Y|04/30/1980
75806|Norfork Dam|Y|04/30/1980
75807|Norfork Lake|Y|04/30/1980
75807|Lake Norfork||
75807|Norfolk Lake||
75807|Norfork Reservoir||
75808|North Lake|Y|04/30/1980
75809|Old River Island Lake|Y|04/30/1980
75810|Old River Lake|Y|04/30/1980
75811|Lake Number One|Y|04/30/1980
75812|Open Lake|Y|04/30/1980
75813|Lake Ouachita|Y|04/30/1980
75813|Blakeley Mountain Reservoir||
75813|Blakely Mountain Reservoir||06/03/2010
75814|Ozark Lake|Y|04/30/1980
75814|Ozark Reservoir||
75815|Patton Lake|Y|04/30/1980
75816|Peachtree Lake|Y|04/30/1980
75817|Pecan Lake|Y|04/30/1980
75818|Peckerwood Lake|Y|04/30/1980
75819|Peeler Lake|Y|04/30/1980
75820|Pelican Lake|Y|04/30/1980
75820|Lake Pelican||
75821|Peoples Lake|Y|04/30/1980
75822|Peppers Lake|Y|04/30/1980
75823|Pine Prairie Bay|Y|04/30/1980
75824|Pleasant Lake|Y|04/30/1980
75825|Lake Prairie Grove|Y|04/30/1980
75825|Prairie Grove Lake||
75826|Prairie Lakes|Y|04/30/1980
75827|Preston Lake|Y|04/30/1980
75828|Prices Lake|Y|04/30/1980
75829|Red Lake|Y|04/30/1980
75830|Red Lake|Y|04/30/1980
75831|Roc Roe Lake|Y|04/30/1980
75831|Rock Roe Lake||
75832|Rodgers Reservoir|Y|04/30/1980
75832|Rogers Reservoir||
75833|Rosenbaum Lake|Y|04/30/1980
75834|Round Lake|Y|04/30/1980
75835|Round Lake|Y|04/30/1980
75836|Round Lake|Y|04/30/1980
75837|Round Lake|Y|04/30/1980
75838|Round Pond|Y|04/30/1980
75839|Round Pond|Y|04/30/1980
75840|Round Pond|Y|04/30/1980
75841|Rowing Lake|Y|04/30/1980
75841|Rowin Lake||
75842|Sadler Pond|Y|04/30/1980
75843|Salt Lake|Y|04/30/1980
75844|Sanders Lake|Y|04/30/1980
75844|Saunders Lake||
75844|Sounders Lake||
75845|Schnabaum Lake|Y|04/30/1980
75847|Shakybog Lake|Y|04/30/1980
75848|Shell Lake|Y|04/30/1980
75849|Lake Number Six|Y|04/30/1980
75849|Lake No 6||07/22/2016
75849|Lakewood Lake Number Six||07/22/2016
75850|Slaughters Lake|Y|04/30/1980
75851|Snag Lake|Y|04/30/1980
75852|Snow Lake|Y|04/30/1980
75853|Sollars Reservoir|Y|04/30/1980
75854|Sparkman Lake|Y|04/30/1980
75854|Parkman Lake||
75855|Spoon Lake|Y|04/30/1980
75856|Steeds Lake|Y|04/30/1980
75856|Steed Lake||
75857|Straight Lake|Y|04/30/1980
75858|Straight Lake|Y|04/30/1980
75859|Suckles Lake|Y|04/30/1980
75860|Sumac Lake|Y|04/30/1980
75861|Swan Lake|Y|04/30/1980
75862|Swan Lake|Y|04/30/1980
75863|Swan Pond|Y|04/30/1980
75864|Switchback Lake|Y|04/30/1980
75865|Tank Lake|Y|04/30/1980
75867|Timber Lake|Y|04/30/1980
75868|Tom Cook Brake|Y|04/30/1980
75869|Trammel Lake|Y|04/30/1980
75871|Tyler Lake|Y|04/30/1980
75872|Upper Canada Lake|Y|04/30/1980
75873|Upper Moore Lake|Y|04/30/1980
75873|Moore Lakes||
75874|Utley Lake|Y|04/30/1980
75875|Vance Lake|Y|04/30/1980
75876|Viney Brake|Y|04/30/1980
75877|Wadley Lake|Y|04/30/1980
75877|Robinson Lake||06/28/2017
75878|Wall Lake|Y|04/30/1980
75879|Waltman Pond|Y|04/30/1980
75880|Watkins Pond|Y|04/30/1980
75881|Watson Lake|Y|04/30/1980
75882|Wegert Reservoir|Y|04/30/1980
75883|Wheeler Lake|Y|04/30/1980
75884|Whiskey Chute|Y|04/30/1980
75885|White Lake|Y|04/30/1980
75886|Lake Whitstine|Y|04/30/1980
75887|Lake Wilhelmina|Y|04/30/1980
75888|Wilkins Lake|Y|04/30/1980
75889|Willow Beach Lake|Y|04/30/1980
75890|Willow Lake|Y|04/30/1980
75891|Willow Lake|Y|04/30/1980
75892|Wilson Brake|Y|04/30/1980
75892|Old Cypress Brake||
75893|Wilson Lake|Y|04/30/1980
75894|Winebaugh Lake|Y|04/30/1980
75894|Wineball Lake||
75895|Winham Lake|Y|04/30/1980
75896|Lake Winona|Y|04/30/1980
75896|Winona Lake||
75897|Lake Ludwig|Y|
75898|Baltz Lake|Y|
75899|Maple Grove School (historical)|Y|
75900|Martin|Y|
75901|Martin Bluff|Y|
75902|Martin School (historical)|Y|
75903|Martin Valley|Y|
75904|Mason School (historical)|Y|
75905|Mason Valley Baptist Church|Y|
75905|Baptist Church of Christ at Mason Valley||
75906|Mason Valley College (historical)|Y|
75906|Mason Valley Academy||
75906|Mason Valley Institute||
75907|Mason Valley Methodist Church (historical)|Y|
75908|Mason Valley School (historical)|Y|
75909|Maysville Cemetery|Y|
75909|Tinnin Cemetery||
75910|Maysville School (historical)|Y|
75911|Maysville Seminary (historical)|Y|
75912|McKissick Spring|Y|
75912|McKisick Spring||
75912|McKissicks Spring||
75913|McReynolds Cemetery|Y|
75914|Meadow Brook School (historical)|Y|
75915|Midtown Shopping Center|Y|
75916|Miller|Y|
75917|Miller Cemetery|Y|
75918|Miller School (historical)|Y|
75919|Miller Springs (historical)|Y|
75920|Monte Ne Valley|Y|
75920|Silver Springs Valley||
75921|Morning Star School (historical)|Y|
75922|Mount Hebron Cemetery|Y|
75923|Mount Pleasant Cemetery|Y|
75924|Mount Pleasant School (historical)|Y|
75925|Mount Zion Church (historical)|Y|
75926|Mount Zion School (historical)|Y|
75927|Mount Zion School (historical)|Y|
75928|New Home Cemetery|Y|
75929|New Home School (historical)|Y|
75930|New Salem School (historical)|Y|
75931|Nicodemus School (historical)|Y|
75932|Norwood|Y|
75933|Norwood School (historical)|Y|
75934|Oak Grove|Y|
75935|Oak Grove School (historical)|Y|
75936|Oak Grove School (historical)|Y|
75937|Oak Hill School (historical)|Y|
75938|Oakdale Junior High School|Y|
75939|Oakley Chapel Cemetery|Y|
75940|Oakley Chapel School (historical)|Y|
75941|Old Best Cemetery|Y|
75942|Old High Elementary School|Y|
75943|Olive Street Chapel|Y|
75944|Osage Creek Bridge|Y|
75945|Osage Mills Dam|Y|
75946|Osage Prairie|Y|
75947|Osage Valley School (historical)|Y|
75947|Osage Valley Academy||
75947|Osage Valley High School||
75948|Osborn (historical)|Y|
75948|Herd Switch||
75948|Hurd Switch||
75948|Hurds Switch||
75948|Osborne Station||
75948|Osborne||
75949|Ozark School (historical)|Y|
75950|Pace Chapel (historical)|Y|
75950|Paces Chapel||
75951|Pace School (historical)|Y|
75952|Pactolus (historical)|Y|
75953|Park Spring Park|Y|
75954|Parn (historical)|Y|
75955|Pattons Mill (historical)|Y|
75956|Pea Ridge Cemetery|Y|
75957|Pea Ridge Intermediate School|Y|11/26/2015
75957|Pea Ridge Elementary School||
75958|Pea Ridge High School|Y|
75959|Pea Ridge Mill (historical)|Y|
75960|Pea Ridge Normal College (historical)|Y|
75960|Pea Ridge Academy||
75960|Pea Ridge College||
75960|Pea Ridge Masonic College||
75961|Peace Lutheran Church|Y|
75962|Peel Mill (historical)|Y|
75963|Pine Creek|Y|
75963|Esculapia Branch||
75963|Esculapia Creek||
75964|Park Springs|Y|
75965|Pippin (historical)|Y|
75966|Pleasant Grove Cemetery|Y|
75967|Pleasant Hill|Y|
75968|Pleasant Grove School (historical)|Y|
75969|Pleasant Hill School (historical)|Y|
75970|Pleasant Hill School (historical)|Y|
75970|Deason School||
75971|Pleasant Ridge|Y|
75972|Pleasant Ridge|Y|
75973|Pleasant Ridge Church (historical)|Y|
75974|Pleasant Ridge School (historical)|Y|
75975|Pleasant Valley School (historical)|Y|
75976|Pond (historical)|Y|
75977|Prairie Creek Church (historical)|Y|
75978|Prairie Creek School (historical)|Y|
75979|Prairie View School (historical)|Y|
75979|Britt School||
75980|Providence School (historical)|Y|
75980|Taylor Branch School||
75981|Puckett (historical)|Y|
75982|Pulhane Branch|Y|
75983|R E Baker Elementary School|Y|
75984|Race (historical)|Y|
75985|Rambo Riviera|Y|
75986|Rascal Flat School (historical)|Y|
75987|Rich Mountain|Y|
75987|Ellis Mountain||
75988|Rivercliff Estates|Y|
75989|Robinson School (historical)|Y|
75990|Rock Cemetery|Y|
75991|Rock Valley School (historical)|Y|
75991|Rocky Valley School||
75992|Rocky Branch School (historical)|Y|
75993|Rocky Comfort|Y|
75994|Rocky Comfort (historical)|Y|
75995|Rocky Comfort Church (historical)|Y|
75996|Rocky Comfort School (historical)|Y|
75997|Rocky Comfort School (historical)|Y|
75998|Rocky Dell School (historical)|Y|
75999|Rogers Church of God|Y|
76000|Rogers City Hall|Y|
76001|Rogers High School|Y|
76002|Rogers Restoration Church of Jesus Christ|Y|
76003|Rogers Seventh Day Adventist Church|Y|
76004|Rogers Wesleyan Church|Y|
76005|Rollers Ridge School (historical)|Y|
76006|Round Prairie|Y|
76007|Round Top (historical)|Y|
76008|Round Top School (historical)|Y|
76008|Roundtop School||
76009|Ruddick School (historical)|Y|
76009|Head of the Creek School||
76009|Ozark School||
76010|Saint Andrews Episcopal Church|Y|
76011|Saint Mary - Rogers Memorial Hospital|Y|03/28/2013
76011|Saint Mary Memorial Hospital||07/17/2007
76011|Saint Marys Hospital||07/17/2007
76012|Saint Vincent De Paul Catholic Church|Y|
76013|Sedalia (historical)|Y|
76014|Seilers Branch|Y|
76015|Shady Grove School (historical)|Y|
76016|Shady Grove School (historical)|Y|
76017|Shady Grove School (historical)|Y|
76017|Scud School||
76017|Skud School||
76018|Shiloh School (historical)|Y|
76019|Sigmon School (historical)|Y|
76020|Silent Grove|Y|
76021|Silent Grove Cemetery|Y|
76022|Silent Grove School (historical)|Y|
76023|Siloam Springs Academy (historical)|Y|
76023|Siloam Springs Congregational Academy||
76024|Siloam Springs High School|Y|
76025|Siloam Springs Junior High School|Y|
76026|Siloam Springs Regional Hospital|Y|10/05/2018
76026|Siloam Springs Memorial Hospital||
76027|Siloam Springs Municipal Park|Y|
76028|Silver Springs (historical)|Y|
76029|South Side Elementary School|Y|
76030|Southside Elementary School|Y|
76031|Spavinaw Creek Bridge|Y|
76032|Spring Branch|Y|
76032|Anderson Branch||
76032|Anderson Spring Branch||
76032|Loux Branch||
76033|Spring Creek|Y|
76034|Spring Creek Bridge|Y|
76035|Spring Creek Cemetery|Y|
76036|Spring Creek School (historical)|Y|
76037|Spring Valley School (historical)|Y|
76038|Springtown Baptist College (historical)|Y|
76039|Springtown Cemetery|Y|
76040|Springtown School (historical)|Y|
76041|Standing Rock (historical)|Y|
76042|Standing Rock Hollow|Y|
76043|Stanley School (historical)|Y|
76044|Starkey Hollow|Y|
76045|Stoney Point School (historical)|Y|
76045|Stony Point School||
76046|Sulphur Springs|Y|
76047|Sulphur Springs City Park|Y|
76048|Sulphur Springs High School|Y|
76049|Summit (historical)|Y|
76050|Summit School (historical)|Y|
76051|Sunnyside Baptist Church|Y|
76052|Sycamore School (historical)|Y|
76053|Tanglewood|Y|
76054|Taylor Branch|Y|
76055|Temperence Hill Baptist Church (historical)|Y|11/15/2005
76056|Tiger Stadium|Y|
76057|Trammell (historical)|Y|
76058|Trammell School (historical)|Y|
76059|Tucks Chapel Cemetery|Y|
76060|Twelve Corners Cemetery|Y|
76061|Twelve Corners School (historical)|Y|
76062|Twin Springs Park|Y|
76063|Twin Springs|Y|
76064|Union School (historical)|Y|
76064|Goad Springs School||
76064|Goode Springs School||
76064|Gourd Springs School||
76065|Upper Round Top|Y|
76065|Luper Round Top||
76065|Roundtop||
76066|Valley View Cemetery|Y|
76067|Valley View School (historical)|Y|
76068|Van Winkle Ferry (historical)|Y|
76069|Van Winkle Hollow Spring|Y|
76069|Van Winkle Spring||
76070|Van Winkle Mill (historical)|Y|
76070|Van Winkle Mills||
76071|Vaughn Presbyterian Church|Y|
76071|Vaughan Presbyterian Church||
76072|Vaughn School (historical)|Y|
76073|Ventry Branch|Y|
76074|Victory Fellowship Church|Y|
76075|Vista Shores|Y|
76076|Vogel (historical)|Y|
76077|Wager (historical)|Y|
76078|Wager School (historical)|Y|
76079|Wagers Mill (historical)|Y|
76079|Valley Mills||
76079|Wager Mill||
76079|Wagers Mills||
76080|Walnut Hill|Y|
76081|Walnut Hill School (historical)|Y|
76082|Walnut Plaza Shopping Center|Y|
76083|Wann (historical)|Y|
76084|Wann Baptist Church (historical)|Y|
76085|Wann School (historical)|Y|
76086|War Eagle Bluff|Y|
76087|War Eagle Bridge|Y|
76088|War Eagle Cemetery|Y|
76088|Blackburn Cemetery||
76088|Blackburn Graveyard||
76089|War Eagle School (historical)|Y|
76090|West Fork Little Clifty Creek|Y|
76091|West Point School (historical)|Y|
76092|Wet Prairie Church (historical)|Y|
76093|Wet Prairie School (historical)|Y|
76094|White River Bridge|Y|
76095|Williams Cemetery (historical)|Y|
76096|Williams Mountain|Y|
76097|Willow Springs School (historical)|Y|
76098|Woods (historical)|Y|
76099|Woods Springs|Y|
76100|Word School (historical)|Y|
76101|Walnut Hill Cemetery|Y|
76102|Acklin Gap (historical)|Y|
76102|Cold Springs Bottom||
76103|Barney Church of Christ|Y|
76104|Barney School (historical)|Y|
76105|Bessie (historical)|Y|
76106|Bono School (historical)|Y|
76107|Center Point|Y|
76107|Boardmansville||
76108|The Church of Jesus Christ of Latter Day Saints|Y|
76109|Cross Roads School (historical)|Y|
76110|Duncan School (historical)|Y|
76111|First Baptist Church|Y|
76111|Macedonia Baptist Church||
