"Name","AltName","OrigName","County1","County2","County3","State","Established","Continuous","Discontinued","StampIndex","ID","OrigCounty","GNIS.Name","GNIS.County","GNIS.State","GNIS.FEATURE_ID","GNIS.Feature.Class","GNIS.OrigName","GNIS.OrigCounty","GNIS.Latitude","GNIS.Longitude","GNIS.ELEV_IN_M","GNIS.ELEV_IN_FT","GNIS.Match","GNIS.Dist"
"HYNEMANVILLE",NA,"HYNEMANVILLE","LEHIGH",NA,NA,"PA","1848",TRUE,"1850","7",28231,"Lehigh","HYNEMANSVILLE","LEHIGH","PA","1203864","Populated Place","Hynemansville","Lehigh","40.5934282","-75.7121352","210","689",TRUE,0.916666666666667
"IESPER",NA,"IESPER","PUTNAM",NA,NA,"MO","1893",TRUE,"1904","5",28309,"Putnam","ESPER","PUTNAM","MO","739479","Populated Place","Esper","Putnam","40.5289085","-92.8521443","303","994",TRUE,0.833333333333333
"IMARDEN",NA,"IMARDEN","WILLIAMSON",NA,NA,"TN","1903",TRUE,"1906","6",28335,"Williamson","SMARDEN","WILLIAMSON","TN","1314303","Populated Place","Smarden","Williamson","35.8333999","-87.0836168","312","1024",TRUE,0.857142857142857
"INGLEHAME",NA,"INGLEHAME","NASSAU",NA,NA,"FL","1891",TRUE,"1899","5",28489,"Nassau","INGLEHOME","NASSAU","FL","294811","Populated Place","Inglehome","Nassau","30.4191263","-81.9276085","24","79",TRUE,0.888888888888889
"INGRAM'S CROSS ROADS","INGRAMS CROSS ROADS","INGRAM'S CROSS ROADS","LAUDERDALE",NA,NA,"AL","1849",TRUE,"1858","6",28517,"Lauderdale","INGRAMS CROSSROADS","LAUDERDALE","AL","157944","Populated Place","Ingrams Crossroads","Lauderdale","34.8486973","-87.391133","195","640",TRUE,0.9
"IRELAND CORNERS",NA,"IRELAND CORNERS","ALBANY",NA,NA,"NY","1850",TRUE,"1871","7",28624,"Albany","IRELAND'S CORNERS","ALBANY","NY","956047","Populated Place","Ireland's Corners","Albany","42.7048009","-73.7548424","106","348",TRUE,0.866666666666667
"IRWIN'S CROSS ROADS","IRWINS CROSS ROADS","IRWIN'S CROSS ROADS","WASHINGTON",NA,NA,"GA","1842",FALSE,"1873","7",28722,"Washington","IRWINS CROSSROADS","WASHINGTON","GA","326337","Populated Place","Irwins Crossroads","Washington","32.8573792","-82.8493069","123","404",TRUE,0.894736842105263
"ISHUA",NA,"ISHUA","CATTARAUGUS",NA,NA,"NY","1852",TRUE,"1852","8",28753,"Cattaraugus","ISCHUA","CATTARAUGUS","NY","953809","Populated Place","Ischua","Cattaraugus","42.2475662","-78.3997416","470","1542",TRUE,0.8
"IVYTOWN",NA,"IVYTOWN","OVERTON",NA,NA,"TN","1926",TRUE,"1962","1",28879,"Overton","IVYTON","OVERTON","TN","1315291","Populated Place","Ivyton","Overton","36.4036766","-85.1519028","284","932",TRUE,0.857142857142857
"JACKON MILLS","JACKON'S MILLS","JACKON('S) MILLS","BEDFORD",NA,NA,"PA","1891",TRUE,"1905","4",28910,"Bedford","JACKSON MILLS","BEDFORD","PA","1203885","Populated Place","Jackson Mills","Bedford","39.9720285","-78.2711237","338","1109",TRUE,0.916666666666667
"JACKSON CORNERS",NA,"JACKSON CORNERS","MONROE",NA,NA,"PA","1862",TRUE,"1883","5",28941,"Monroe","JACKSONS CORNERS","MONROE","PA","1168348","Populated Place","Jacksons Corners","Monroe","40.9928694","-75.3551842","284","932",TRUE,0.933333333333333
"JACKSON CROSS ROADS",NA,"JACKSON CROSS ROADS","WILKES",NA,NA,"GA","1832",FALSE,"1836","9",28944,"Wilkes","JACKSONS CROSS ROADS","WILKES","GA","326339","Populated Place","Jacksons Cross Roads","Wilkes","33.8903981","-82.8448646","188","617",TRUE,0.947368421052632
"JACKSON HILL",NA,"JACKSON HILL","SPARTANBURG",NA,NA,"SC","1833",FALSE,"1867","7",28950,"Spartanburg","JACKSON MILL","SPARTANBURG","SC","1246145","Populated Place","Jackson Mill","Spartanburg","34.9490081","-82.0828853","248","814",TRUE,0.916666666666667
"JACKSON POINT",NA,"JACKSON POINT","HOLT",NA,NA,"MO","1850",TRUE,"1854","6",28953,"Holt","JACKSONS POINT","HOLT","MO","730155","Populated Place","Jacksons Point","Holt","40.1311066","-95.2316428","270","886",TRUE,0.923076923076923
"JACKSON'S BLUFF","JACKSONS BLUFF","JACKSON'S BLUFF","LEON",NA,NA,"FL","1856",TRUE,"1860","8",28974,"Leon","JACKSON BLUFF","LEON","FL","305865","Populated Place","Jackson Bluff","Leon","30.3890861","-84.641855","28","92",TRUE,0.866666666666667
"JACKSON'S STATION","JACKSON'S","JACKSON'S STATION","DAVIESS",NA,NA,"MO","1871",TRUE,"1882","5",28980,"Daviess","JACKSON STATION","DAVIESS","MO","730067","Populated Place","Jackson Station","Daviess","39.8808435","-93.8324411","224","735",TRUE,0.882352941176471
"JACOBSBURGH",NA,"JACOBSBURGH","NORTHAMPTON",NA,NA,"PA","1830",TRUE,"1856","7",29020,"Northampton","JACOBSBURG","NORTHAMPTON","PA","1196125","Populated Place","Jacobsburg (historical)","Northampton","40.7967629","-75.2996243","186","610",TRUE,0.909090909090909
"JAKES PRAIRIE",NA,"JAKES PRAIRIE","CRAWFORD",NA,NA,"MO","1830",TRUE,"1933","2",29041,"Crawford","JAKE PRAIRIE","CRAWFORD","MO","740961","Populated Place","Jake Prairie","Crawford","38.1633784","-91.5112681","282","925",TRUE,0.923076923076923
"JAMES CROSS ROADS",NA,"JAMES CROSS ROADS","WASHINGTON",NA,NA,"TN","1836",TRUE,"1854","6",29061,"Washington","HAWES CROSS ROADS","WASHINGTON","TN","1315207","Populated Place","Hawes Cross Roads","Washington","36.3826023","-82.6165411","541","1775",TRUE,0.882352941176471
"JAMESBURGH",NA,"JAMESBURGH","ULSTER",NA,NA,"NY","1852",TRUE,"1862","5",29066,"Ulster","JAMESBURG","ULSTER","NY","973199","Populated Place","Jamesburg","Ulster","41.6337047","-74.377932","200","656",TRUE,0.9
"JAMESON CITY",NA,"JAMESON CITY","COLUMBIA",NA,NA,"PA","1889",TRUE,"1890","4",29069,"Columbia","JAMISON CITY","COLUMBIA","PA","1177983","Populated Place","Jamison City","Columbia","41.3064701","-76.3607733","324","1063",TRUE,0.916666666666667
"JAMONIA",NA,"JAMONIA","LEON",NA,NA,"FL","1860",TRUE,"1879","6",29100,"Leon","IAMONIA","LEON","FL","295372","Populated Place","Iamonia","Leon","30.6682521","-84.1635084","54","177",TRUE,0.857142857142857
"JANDON",NA,"JANDON","CASS",NA,NA,"MO","1892",TRUE,"1898","5",29102,"Cass","JAUDON","CASS","MO","729909","Populated Place","Jaudon","Cass","38.7594533","-94.5893994","313","1027",TRUE,0.833333333333333
"JAYVILLA",NA,"JAYVILLA","CONECUH",NA,NA,"AL","1870",TRUE,"1894","6",29171,"Conecun","JAY VILLA","CONECUH","AL","133129","Populated Place","Jay Villa","Conecuh","31.3654462","-86.945527","76","249",TRUE,0.875
"JEANETTE",NA,"JEANETTE","DECATUR",NA,NA,"TN","1882",TRUE,"1910","4",29177,"Decatur","JEANNETTE","DECATUR","TN","1289318","Populated Place","Jeannette","Decatur","35.7408994","-88.0994803","170","558",TRUE,0.875
"JEANETTE",NA,"JEANETTE","ADAMS",NA,NA,"MS","1890",TRUE,"1922","3",29178,"Adams","JEANNETTE","ADAMS","MS","693605","Populated Place","Jeannette","Adams","31.4865563","-91.2448314","117","384",TRUE,0.875
"JEANNETTE",NA,"JEANNETTE","CRITTENDEN",NA,NA,"AR","1904",TRUE,"1927","3",29179,"Crittenden","JEANETTE","CRITTENDEN","AR","57982","Populated Place","Jeanette","Crittenden","35.1781451","-90.4292679","61","200",TRUE,0.888888888888889
"JEFFERSON MILLS",NA,"JEFFERSON MILLS","COOS",NA,NA,"NH","1849",FALSE,"1865","8",29227,"Coos","JEFFERSON HILL","COOS","NH","867760","Populated Place","Jefferson Hill","Coos","44.4189486","-71.4745254","424","1391",TRUE,0.866666666666667
"JEFFRIESBURGH",NA,"JEFFRIESBURGH","FRANKLIN",NA,NA,"MO","1857",TRUE,"1942","2",29245,"Franklin","JEFFRIESBURG","FRANKLIN","MO","720286","Populated Place","Jeffriesburg","Franklin","38.440329","-91.0882013","231","758",TRUE,0.923076923076923
"JENNERS CROSS ROADS","JENNER'S CROSS ROADS","JENNER(')S CROSS ROADS","SOMERSET",NA,NA,"PA","1849",TRUE,"1895","2",29279,"Somerset","JENNERS CROSSROADS","SOMERSET","PA","1178039","Populated Place","Jenners Crossroads","Somerset","40.1514649","-79.049472","587","1926",TRUE,0.947368421052632
"JENNY",NA,"JENNY","ALLENDALE",NA,NA,"SC","1884",FALSE,"1916","4",29297,"Allendale","JENNYS","ALLENDALE","SC","1233132","Populated Place","Jennys","Allendale","33.02627","-81.1137158","41","135",TRUE,0.8
"JEWITT",NA,"JEWITT","CUMBERLAND",NA,NA,"TN","1904",TRUE,"1905","6",29412,"Cumberland","JEWETT","CUMBERLAND","TN","1315301","Populated Place","Jewett","Cumberland","35.7717361","-84.9360614","565","1854",TRUE,0.833333333333333
"JOBS CORNER","JOB'S CORNER","JOB(')S CORNER","TIOGA",NA,NA,"PA","1887",TRUE,"1904","4",29434,"Tioga","JOBS CORNERS","TIOGA","PA","1178092","Populated Place","Jobs Corners","Tioga","41.9317409","-76.9357958","440","1444",TRUE,0.909090909090909
"JOHNSON CROSSING",NA,"JOHNSON CROSSING","CULLMAN",NA,NA,"AL","1894",TRUE,"1904","5",29488,"Cullman","JOHNSONS CROSSING","CULLMAN","AL","151904","Populated Place","Johnsons Crossing","Cullman","34.0889879","-86.7966657","197","646",TRUE,0.9375
"JULIANN FURNACE",NA,"JULIANN FURNACE","CENTRE",NA,NA,"PA","1842",TRUE,"1886","3",29762,"Centre","JULIAN FURNACE","CENTRE","PA","1178189","Populated Place","Julian Furnace","Centre","40.8642263","-77.9394485","260","853",TRUE,0.933333333333333
"JULINTON",NA,"JULINTON","MCINTOSH",NA,NA,"GA","1901",FALSE,"1914","4",29767,"McIntosh","JULIENTON","MCINTOSH","GA","332124","Populated Place","Julienton","McIntosh","31.5604986","-81.3017654","5","16",TRUE,0.875
"JUNIATA CROSSINGS",NA,"JUNIATA CROSSINGS","BEDFORD",NA,NA,"PA","1828",FALSE,"1854","8",29795,"Bedford","JUNIATA CROSSING","BEDFORD","PA","1203905","Populated Place","Juniata Crossing","Bedford","39.994528","-78.2686238","296","971",TRUE,0.941176470588235
"KATZENMIER",NA,"KATZENMIER","WARREN",NA,NA,"MS","1890",TRUE,"1894","6",29920,"Warren","KATZENMEYER","WARREN","MS","693646","Populated Place","Katzenmeyer","Warren","32.5206955","-90.8256584","29","95",TRUE,0.8
"KAUTATINCHUNK",NA,"KAUTATINCHUNK","NORTHAMPTON",NA,NA,"PA","1850",TRUE,"1851","8",29927,"Northampton","KAUTATUNCHUNK","NORTHAMPTON","PA","1196141","Populated Place","Kautatunchunk","Northampton","40.8981517","-75.1529555","179","587",TRUE,0.923076923076923
"KECKS CENTRE","KECK'S CENTER","KECK(')S CENTRE(ER)","FULTON",NA,NA,"NY","1856",TRUE,"1900","5",29958,"Fulton","KECK'S CENTRE","FULTON","NY","954422","Populated Place","Keck's Centre","Fulton","43.0078505","-74.4565267","244","801",TRUE,0.916666666666667
"KEELERS BAY",NA,"KEELERS BAY","GRAND ISLE",NA,NA,"VT","1870",TRUE,"1901","5",29979,"Grand Isle","KEELER BAY","GRAND ISLE","VT","1458056","Populated Place","Keeler Bay","Grand Isle","44.6597669","-73.319576","35","115",TRUE,0.909090909090909
"KEENER",NA,"KEENER","BUTLER",NA,NA,"MO","1893",TRUE,"1919","4",29991,"Butler","KEENERS","BUTLER","MO","750566","Populated Place","Keeners","Butler","36.9231088","-90.5056699","112","367",TRUE,0.833333333333333
"KEENERS",NA,"KEENERS","WAYNE",NA,NA,"MO","1877",TRUE,"1879","7",29995,"Wayne","KEENER","WAYNE","MO","750563","Populated Place","Keener","Wayne","36.9292197","-90.5251148","127","417",TRUE,0.857142857142857
"KEENEVILLE",NA,"KEENEVILLE","ST. LAWRENCE",NA,NA,"NY","1878",TRUE,"1883","4",29997,"St. Lawrence","KEENESVILLE","ST. LAWRENCE","NY","977044","Populated Place","Keenesville","St. Lawrence","44.2589493","-75.5363257","148","486",TRUE,0.9
"KEERYVILLE",NA,"KEERYVILLE","DELAWARE",NA,NA,"NY","1886",TRUE,"1886","8",30004,"Delaware","KERRYVILLE","DELAWARE","NY","972686","Populated Place","Kerryville","Delaware","42.0278642","-75.2385042","437","1434",TRUE,0.9
"KELLY'S SPRINGS","KELLYS SPRINGS","KELLY'S SPRINGS","TALLADEGA",NA,NA,"AL","1822",TRUE,"1866","5",30073,"Talladega","KELLY SPRINGS","TALLADEGA","AL","159473","Populated Place","Kelly Springs","Talladega","33.4864957","-86.0171912","161","528",TRUE,0.866666666666667
"KELLYSVILLE",NA,"KELLYSVILLE","DELAWARE",NA,NA,"PA","1849",TRUE,"1876","4",30074,"Delaware","KELLYVILLE","DELAWARE","PA","1197525","Populated Place","Kellyville","Delaware","39.9356681","-75.2868519","29","95",TRUE,0.909090909090909
"KEMP'S CREEK","KEMPS CREEK","KEMP'S CREEK","CLEBURNE",NA,NA,"AL","1844",FALSE,"1903","4",30109,"Cleburne","KEMP CREEK","CLEBURNE","AL","156591","Populated Place","Kemp Creek","Cleburne","33.6812176","-85.3746755","311","1020",TRUE,0.833333333333333
"KEMPSVILLE",NA,"KEMPSVILLE","NIAGARA",NA,NA,"NY","1820",TRUE,"1837","4",30112,"Niagara","KEMPVILLE","NIAGARA","NY","959245","Populated Place","Kempville","Niagara","43.3378336","-78.7147571","83","272",TRUE,0.9
"KENNEDYVILLE",NA,"KENNEDYVILLE","TIOGA",NA,NA,"PA","1883",TRUE,"1884","6",30177,"Tioga","KEENEYVILLE","TIOGA","PA","1178293","Populated Place","Keeneyville","Tioga","41.8606283","-77.3046993","372","1220",TRUE,0.833333333333333
"KENTS",NA,"KENTS","PIKE",NA,NA,"AL","1906",TRUE,"1907","6",30224,"Pike","KENT","PIKE","AL","156551","Populated Place","Kent","Pike","31.9526511","-86.1746828","121","397",TRUE,0.8
"KEPNER'S","KEPNERS","KEPNER'S","SCHUYLKILL",NA,NA,"PA","1833",TRUE,"1855","7",30256,"Schuylkill","KEPNER","SCHUYLKILL","PA","1203934","Populated Place","Kepner","Schuylkill","40.6970363","-75.9199247","238","781",TRUE,0.75
"KER CITY",NA,"KER CITY","MARION",NA,NA,"FL","1884",TRUE,"1886","5",30259,"Marion","KERR CITY","MARION","FL","305904","Populated Place","Kerr City","Marion","29.3702505","-81.7831383","9","30",TRUE,0.875
"KERN'S MILLS","KERNS MILLS","KERN'S MILLS","LEHIGH",NA,NA,"PA","1833",FALSE,"1849","6",30269,"Lehigh","KERNS MILL","LEHIGH","PA","1178402","Populated Place","Kerns Mill","Lehigh","40.6328737","-75.59852","128","420",TRUE,0.833333333333333
"KERSVILLE",NA,"KERSVILLE","CUMBERLAND",NA,NA,"PA","1848",TRUE,"1849","7",30288,"Cumberland","KERRSVILLE","CUMBERLAND","PA","1203937","Populated Place","Kerrsville","Cumberland","40.1856433","-77.3202619","157","515",TRUE,0.888888888888889
"KIENSTRA'S STORE","KIENSTRAS STORE","KIENSTRA'S STORE","ADAMS",NA,NA,"MS","1871",TRUE,"1886","5",30382,"Adams","KIENSTRA STORE","ADAMS","MS","691978","Populated Place","Kienstra Store","Adams","31.2260083","-91.6059525","16","52",TRUE,0.875
"KILLWINNING",NA,"KILLWINNING","SCOTLAND",NA,NA,"MO","1880",TRUE,"1907","5",30427,"Scotland","KILWINNING","SCOTLAND","MO","735675","Populated Place","Kilwinning","Scotland","40.5269753","-92.3371294","261","856",TRUE,0.909090909090909
"KING GROVE",NA,"KING GROVE","HOLT",NA,NA,"MO","1875",TRUE,"1881","6",30502,"Holt","KINGS GROVE","HOLT","MO","739623","Populated Place","Kings Grove (historical)","Holt","40.246104","-95.1244191","303","994",TRUE,0.9
"KINGSBORO)","KINGSBOROUGH","KINGSBORO(UGH))","HARRIS",NA,NA,"GA","1877",FALSE,"1902","5",30537,"Harris","KINGSBORO","HARRIS","GA","332151","Populated Place","Kingsboro","Harris","32.7084678","-84.8693752","171","561",TRUE,0.9
"KINGSBURY",NA,"KINGSBURY","FLORENCE",NA,NA,"SC","1914",TRUE,"1932","2",30543,"Florence","KINGSBURG","FLORENCE","SC","1246254","Populated Place","Kingsburg","Florence","33.8804422","-79.4520002","23","75",TRUE,0.888888888888889
"KINGSVILLE",NA,"KINGSVILLE","JONES",NA,NA,"GA","1899",FALSE,"1904","6",30580,"Jones","PINESVILLE","JONES","GA","329229","Populated Place","Pinesville","Jones","33.0229139","-83.4890571","197","646",TRUE,0.8
"KINYER",NA,"KINYER","BUTLER",NA,NA,"MO","1884",TRUE,"1886","6",30615,"Butler","KINZER","BUTLER","MO","739860","Populated Place","Kinzer","Butler","36.7603328","-90.3339969","101","331",TRUE,0.833333333333333
"KLONDIDE",NA,"KLONDIDE","JEFFERSON",NA,NA,"NY","1897",TRUE,"1904","3",30755,"Jefferson","KLONDIKE","JEFFERSON","NY","973294","Populated Place","Klondike","Jefferson","43.7842345","-75.8776957","377","1237",TRUE,0.875
"KNIGHTSVILLE",NA,"KNIGHTSVILLE","GIBSON",NA,NA,"TN","1896",TRUE,"1903","6",30789,"Gibson","KNIGHTVILLE","GIBSON","TN","1314886","Populated Place","Knightville","Gibson","36.1628463","-89.1386791","99","325",TRUE,0.916666666666667
"KNIGHTSVILLE",NA,"KNIGHTSVILLE","CUMBERLAND",NA,NA,"ME","1875",TRUE,"1901","4",30790,"Cumberland","KNIGHTVILLE","CUMBERLAND","ME","569257","Populated Place","Knightville","Cumberland","43.6306384","-70.256159","17","56",TRUE,0.916666666666667
"KNOXPOINT",NA,"KNOXPOINT","BOSSIER",NA,NA,"LA","1857",FALSE,"1900","3",30851,"Bossier","KNOT POINT","BOSSIER","LA","543363","Populated Place","Knot Point","Bossier","32.3184896","-93.5329532","46","151",TRUE,0.777777777777778
"KREMLIN MILLS",NA,"KREMLIN MILLS","BUTLER",NA,NA,"MO","1878",TRUE,"1880","7",30936,"Butler","KREMLIN MILL","BUTLER","MO","735295","Populated Place","Kremlin Mill","Butler","36.6314459","-90.5709479","105","344",TRUE,0.923076923076923
"KUNCKLE",NA,"KUNCKLE","LUZERNE",NA,NA,"PA","1855",TRUE,"1904","4",30964,"Luzerne","KUNKLE","LUZERNE","PA","1198984","Populated Place","Kunkle","Luzerne","41.3784125","-75.9824222","328","1076",TRUE,0.857142857142857
"LA FAYETTE",NA,"LA FAYETTE","MCKEAN",NA,NA,"PA","1826",TRUE,"1933","2",31011,"McKean","LAFAYETTE","MCKEAN","PA","1209740","Populated Place","Lafayette","McKean","41.7936735","-78.6797499","655","2149",TRUE,0.9
"LA MOTT",NA,"LA MOTT","MONTGOMERY",NA,NA,"PA","1888",TRUE,"1918","3",31032,"Montgomery","LAMOTT","MONTGOMERY","PA","1178835","Populated Place","Lamott","Montgomery","40.0678889","-75.1404531","71","233",TRUE,0.857142857142857
"LACEWOOD",NA,"LACEWOOD","YALOBUSHA",NA,NA,"MS","1904",TRUE,"1907","6",31066,"Yalobusha","GATEWOOD","YALOBUSHA","MS","693286","Populated Place","Gatewood","Yalobusha","33.9748348","-89.7645322","96","315",TRUE,0.75
"LACKLAND",NA,"LACKLAND","ST. LOUIS",NA,NA,"MO","1909",TRUE,"1910","4",31080,"St. Louis","OAKLAND","ST. LOUIS","MO","756470","Populated Place","Oakland","St. Louis","38.5764418","-90.3856733","187","614",TRUE,0.75
"LAFORGE",NA,"LAFORGE","NEW MADRID",NA,NA,"MO","1883",TRUE,"1928","3",31143,"New Madrid","LA FORGE","NEW MADRID","MO","720713","Populated Place","La Forge","New Madrid","36.6714466","-89.5256327","92","302",TRUE,0.857142857142857
"LAGRANGE",NA,"LAGRANGE","BREVARD",NA,NA,"FL","1880",FALSE,"1908","3",31154,"Brevard","LA GRANGE","BREVARD","FL","285191","Populated Place","La Grange","Brevard","28.6363847","-80.8303321","7","23",TRUE,0.875
"LAGRANGE",NA,"LAGRANGE","WINDHAM",NA,NA,"VT","1835",TRUE,"1837","9",31159,"Windham","LA GRANGE","WINDHAM","VT","1456284","Populated Place","La Grange","Windham","43.2256315","-72.5356456","148","486",TRUE,0.875
"LAHOWARD",NA,"LAHOWARD","RED RIVER",NA,NA,"LA","1920",TRUE,"1929","3",31167,"Red River","HOWARD","RED RIVER","LA","554791","Populated Place","Howard","Red River","32.226547","-93.4826749","44","144",TRUE,0.75
"LAKE COLBEY",NA,"LAKE COLBEY","FRANKLIN",NA,NA,"NY","1909",TRUE,"1920","3",31221,"Franklin","LAKE COLBY","FRANKLIN","NY","954904","Populated Place","Lake Colby","Franklin","44.3528298","-74.1434885","486","1594",TRUE,0.909090909090909
"LAKE GEM",NA,"LAKE GEM","LAKE",NA,NA,"FL","1915",TRUE,"1920","2",31240,"Lake","LAKE JEM","LAKE","FL","285252","Populated Place","Lake Jem","Lake","28.7463826","-81.6670195","27","89",TRUE,0.875
"LAKE PORT",NA,"LAKE PORT","CHICOT",NA,NA,"AR","1830",FALSE,"1839","9",31295,"Chicot","LAKEPORT","CHICOT","AR","58037","Populated Place","Lakeport","Chicot","33.2251194","-91.1267752","37","121",TRUE,0.888888888888889
"LAKE SIDE",NA,"LAKE SIDE","WAYNE",NA,NA,"NY","1866",TRUE,"1917","2",31305,"Wayne","LAKESIDE","WAYNE","NY","954964","Populated Place","Lakeside","Wayne","43.2556188","-77.3383231","111","364",TRUE,0.888888888888889
"LAKE VIEW",NA,"LAKE VIEW","SUSQUEHANNA",NA,NA,"PA","1879",TRUE,"1906","4",31316,"Susquehanna","LAKEVIEW","SUSQUEHANNA","PA","1203974","Populated Place","Lakeview","Susquehanna","41.8639693","-75.6176846","529","1736",TRUE,0.888888888888889
"LAKECREEK",NA,"LAKECREEK","BENTON",NA,NA,"MO","1897",TRUE,"1914","4",31331,"Benton","LAKE CREEK","BENTON","MO","729760","Populated Place","Lake Creek","Benton","38.5114093","-93.1335359","297","974",TRUE,0.888888888888889
"LAKESIDEPARK",NA,"LAKESIDEPARK","ORLEANS",NA,NA,"NY","1895",TRUE,"1902","5",31367,"Orleans","LAKESIDE PARK","ORLEANS","NY","973962","Populated Place","Lakeside Park","Orleans","43.3708908","-78.2689116","84","276",TRUE,0.916666666666667
"LAMBERT",NA,"LAMBERT","WILLIAMSBURG",NA,NA,"SC","1885",TRUE,"1911","2",31430,"Williamsburg","LAMBERTS","WILLIAMSBURG","SC","1245951","Populated Place","Lamberts","Williamsburg","33.7537774","-79.4475566","16","52",TRUE,0.857142857142857
"LAMKINS",NA,"LAMKINS","COLUMBIA",NA,NA,"GA","1886",FALSE,"1899","5",31455,"Columbia","LAMKIN","COLUMBIA","GA","332179","Populated Place","Lamkin","Columbia","33.5143024","-82.0976184","119","390",TRUE,0.857142857142857
"LANAHASSEE",NA,"LANAHASSEE","WEBSTER",NA,NA,"GA","1832",FALSE,"1854","7",31491,"Webster","LANNAHASSEE","WEBSTER","GA","332757","Populated Place","Lannahassee","Webster","32.0659918","-84.537417","140","459",TRUE,0.9
"LAND MARK",NA,"LAND MARK","HOWARD",NA,NA,"MO","1856",TRUE,"1872","6",31514,"Howard","LANDMARK","HOWARD","MO","740032","Populated Place","Landmark (historical)","Howard","39.1130925","-92.517126","239","784",TRUE,0.888888888888889
"LANDIS VALLEV",NA,"LANDIS VALLEV","LANCASTER",NA,NA,"PA","1857",TRUE,"1913","3",31533,"Lancaster","LANDIS VALLEY","LANCASTER","PA","1178852","Populated Place","Landis Valley","Lancaster","40.0937074","-76.2805124","108","354",TRUE,0.923076923076923
"LANGTON CITY",NA,"LANGTON CITY","CHEROKEE",NA,NA,"AL","1890",TRUE,"1893","6",31628,"Cherokee","LANGDON CITY","CHEROKEE","AL","136917","Populated Place","Langdon City","Cherokee","33.0092898","-85.4546727","243","797",TRUE,0.916666666666667
"LARRI'S CREEK","LARRIS CREEK","LARRI'S CREEK","LYCOMING",NA,NA,"PA","1832",TRUE,"1835","9",31728,"Lycoming","LARRYS CREEK","LYCOMING","PA","1178898","Populated Place","Larrys Creek","Lycoming","41.2195183","-77.2135809","178","584",TRUE,0.846153846153846
"LATANNIER",NA,"LATANNIER","RAPIDES",NA,NA,"LA","1899",TRUE,"1903","6",31751,"Rapides","LATANIER","RAPIDES","LA","541125","Populated Place","Latanier","Rapides","31.20213","-92.3562445","21","69",TRUE,0.888888888888889
"LAUGHRIDGE",NA,"LAUGHRIDGE","BARROW",NA,NA,"GA","1825",FALSE,"1837","8",31796,"Barrow","LOUGHRIDGE","BARROW","GA","354411","Populated Place","Loughridge","Barrow","34.0137179","-83.8276759","320","1050",TRUE,0.9
"LAURELHILL",NA,"LAURELHILL","LAWRENCE",NA,NA,"TN","1911",TRUE,"1919","4",31846,"Lawrence","LAUREL HILL","LAWRENCE","TN","1315360","Populated Place","Laurel Hill","Lawrence","35.4031326","-87.5097405","234","768",TRUE,0.9
