"Name","AltName","OrigName","County1","County2","County3","State","Established","Continuous","Discontinued","StampIndex","ID","OrigCounty","GNIS.Name","GNIS.County","GNIS.State","GNIS.FEATURE_ID","GNIS.Feature.Class","GNIS.OrigName","GNIS.OrigCounty","GNIS.Latitude","GNIS.Longitude","GNIS.ELEV_IN_M","GNIS.ELEV_IN_FT","GNIS.Match","GNIS.Dist"
"GUTH'S STATION","GUTH'S","GUTH'S STATION","LEHIGH",NA,NA,"PA","1871",TRUE,"1907","4",24408,"Lehigh","GUTH STATION","LEHIGH","PA","1195978","Populated Place","Guth Station","Lehigh","40.6220408","-75.5521297","134","440",TRUE,0.857142857142857
"GUYUNOGA",NA,"GUYUNOGA","YATES",NA,NA,"NY","1897",TRUE,"1900","6",24430,"Yates","GUYANOGA","YATES","NY","970186","Populated Place","Guyanoga","Yates","42.6239579","-77.1655297","238","781",TRUE,0.875
"HABLERSBURGH",NA,"HABLERSBURGH","CENTRE",NA,NA,"PA","1839",TRUE,"1893","6",24453,"Centre","HUBLERSBURGH","CENTRE","PA","1177540","Populated Place","Hublersburgh","Centre","40.9608972","-77.6099966","286","938",TRUE,0.916666666666667
"HADSILL",NA,"HADSILL","CASS",NA,NA,"MO","1905",TRUE,"1925","3",24505,"Cass","HADSELL","CASS","MO","740896","Populated Place","Hadsell","Cass","38.6983444","-94.1368883","249","817",TRUE,0.857142857142857
"HAGLESVILLE",NA,"HAGLESVILLE","HENRY",NA,NA,"TN","1857",FALSE,"1903","4",24527,"Henry","HAGLERVILLE","HENRY","TN","1310776","Populated Place","Haglerville (historical)","Henry","36.1672817","-88.3458793","161","528",TRUE,0.909090909090909
"HAINESVILLE",NA,"HAINESVILLE","CLINTON",NA,NA,"MO","1843",TRUE,"1880","5",24562,"Clinton","HAYNESVILLE","CLINTON","MO","740917","Populated Place","Haynesville","Clinton","39.4613919","-94.3157789","310","1017",TRUE,0.909090909090909
"HAINSVILLE",NA,"HAINSVILLE","LUZERNE",NA,NA,"PA","1881",TRUE,"1881","7",24566,"Luzerne","PLAINSVILLE","LUZERNE","PA","1183992","Populated Place","Plainsville","Luzerne","41.2903586","-75.8496399","166","545",TRUE,0.8
"HALEY'S STATION","HALEY'S","HALEY'S STATION","BEDFORD",NA,NA,"TN","1868",TRUE,"1882","4",24616,"Bedford","HALEYS STATION","BEDFORD","TN","1286530","Populated Place","Haleys Station","Bedford","35.4884078","-86.3108263","254","833",TRUE,0.933333333333333
"HALEYVIILE",NA,"HALEYVIILE","CUMBERLAND",NA,NA,"NJ","1880",TRUE,"1940","2",24618,"Cumberland","HALEYVILLE","CUMBERLAND","NJ","876887","Populated Place","Haleyville","Cumberland","39.289559","-75.0168432","10","33",TRUE,0.9
"HALL MILLS","HALL'S MILLS","HALL('S) MILLS","SULLIVAN",NA,NA,"NY","1877",TRUE,"1894","5",24663,"Sullivan","FALLS MILLS","SULLIVAN","NY","972456","Populated Place","Falls Mills","Sullivan","41.7309217","-74.9821098","281","922",TRUE,0.8
"HALLSA'S FERRY","HALLSAS FERRY","HALLSA'S FERRY","NODAWAY",NA,NA,"MO","1850",TRUE,"1874","5",24696,"Nodaway","HALSAS FERRY","NODAWAY","MO","730082","Populated Place","Halsas Ferry","Nodaway","40.4644372","-95.0994204","290","951",TRUE,0.857142857142857
"HALLSVILLE",NA,"HALLSVILLE","SHELBY",NA,NA,"TN","1829",TRUE,"1831","9",24700,"Shelby","HAYSVILLE","SHELBY","TN","1304869","Populated Place","Haysville","Shelby","35.2961973","-89.661469","86","282",TRUE,0.8
"HALPIN",NA,"HALPIN","ISSAQUENA",NA,NA,"MS","1884",TRUE,"1890","3",24708,"Issaquena","HALPINS","ISSAQUENA","MS","695066","Populated Place","Halpins","Issaquena","32.6334691","-90.8667691","29","95",TRUE,0.833333333333333
"HAMBUIRG","HAMBUIRGH","HAMBUIRG(H)","PERRY",NA,NA,"AL","1833",FALSE,"1941","2",24729,"Perry","HAMBURG","PERRY","AL","119621","Populated Place","Hamburg","Perry","32.5279114","-87.2863861","68","223",TRUE,0.875
"HAMERSVILLE",NA,"HAMERSVILLE","SALEM",NA,NA,"NJ","1877",TRUE,"1933","2",24754,"Salem","HAGERSVILLE","SALEM","NJ","876871","Populated Place","Hagersville","Salem","39.533446","-75.4663095","2","7",TRUE,0.909090909090909
"HAMILTON CROSS ROADS",NA,"HAMILTON CROSS ROADS","MCDUFFIE",NA,NA,"GA","1879",FALSE,"1882","8",24780,"McDuffie","HAMILTON CROSSROADS","MCDUFFIE","GA","326315","Populated Place","Hamilton Crossroads","McDuffie","33.5654114","-82.4945733","157","515",TRUE,0.95
"HAMLIN",NA,"HAMLIN","PAULDING",NA,NA,"GA","1916",FALSE,"1939","2",24794,"Paulding","HANLIN","PAULDING","GA","326317","Populated Place","Hanlin","Paulding","33.9451022","-84.9163314","322","1056",TRUE,0.833333333333333
"HAMPS",NA,"HAMPS","ALLEN",NA,NA,"LA","1916",TRUE,"1922","3",24841,"Allen","HAMPO","ALLEN","LA","554654","Populated Place","Hampo","Allen","30.5946434","-92.6204182","19","62",TRUE,0.8
"HANLIN",NA,"HANLIN","WASHINGTON",NA,NA,"PA","1866",TRUE,"1866","6",24939,"Washington","HONLIN","WASHINGTON","PA","1198228","Populated Place","Honlin","Washington","40.367569","-80.4670114","285","935",TRUE,0.833333333333333
"HANNAHATCHIE",NA,"HANNAHATCHIE","STEWART",NA,NA,"GA","1843",FALSE,"1887","5",24957,"Stewart","HANNAHATCHEE","STEWART","GA","356369","Populated Place","Hannahatchee","Stewart","32.1751531","-84.8252025","117","384",TRUE,0.916666666666667
"HANNIBAL CENTRE3","HANNIBAL CENTER3","HANNIBAL CENTRE(ER)3","OSWEGO",NA,NA,"NY","1849",TRUE,"1906","3",24966,"Oswego","HANNIBAL CENTRE","OSWEGO","NY","952171","Populated Place","Hannibal Centre","Oswego","43.2900679","-76.5521651","108","354",TRUE,0.9375
"HARDEMANN",NA,"HARDEMANN","SALINE",NA,NA,"MO","1890",TRUE,"1906","5",25042,"Saline","HARDEMAN","SALINE","MO","740904","Populated Place","Hardeman","Saline","39.0894677","-93.0104721","233","764",TRUE,0.888888888888889
"HARDIMANS CROSS ROADS",NA,"HARDIMANS CROSS ROADS","WILLIAMSON",NA,NA,"TN","1828",TRUE,"1847","5",25048,"Williamson","HARDEMAN CROSS ROADS","WILLIAMSON","TN","1647621","Populated Place","Hardeman Cross Roads","Williamson","35.8542314","-86.6586074","254","833",TRUE,0.904761904761905
"HARDWICKSBURG",NA,"HARDWICKSBURG","HENRY",NA,NA,"AL","1879",FALSE,"1905","4",25081,"Henry","HARDWICKBURG","HENRY","AL","155090","Populated Place","Hardwickburg","Henry","31.4987818","-85.1507641","61","200",TRUE,0.923076923076923
"HARLENSBURGH",NA,"HARLENSBURGH","LAWRENCE",NA,NA,"PA","1821",TRUE,"1884","4",25136,"Lawrence","HARLANSBURG","LAWRENCE","PA","1176531","Populated Place","Harlansburg","Lawrence","41.0242281","-80.1886719","347","1138",TRUE,0.833333333333333
"HARMON",NA,"HARMON","WASHINGTON",NA,NA,"TN","1890",TRUE,"1890","6",25153,"Washington","HARMONY","WASHINGTON","TN","1315193","Populated Place","Harmony","Washington","36.394825","-82.5662613","526","1726",TRUE,0.833333333333333
"HARMONIE",NA,"HARMONIE","BUTLER",NA,NA,"PA","1819",TRUE,"1827","5",25155,"Butler","HARMONY","BUTLER","PA","1176545","Populated Place","Harmony","Butler","40.801454","-80.1272826","286","938",TRUE,0.75
"HARMONY VALE",NA,"HARMONY VALE","SUSSEX",NA,NA,"NJ","1831",TRUE,"1853","7",25188,"Sussex","HARMONYVALE","SUSSEX","NJ","876961","Populated Place","Harmonyvale","Sussex","41.1467629","-74.6365507","169","554",TRUE,0.916666666666667
"HARPER",NA,"HARPER","NORTHAMPTON",NA,NA,"PA","1890",TRUE,"1905","5",25212,"Northampton","HARPERS","NORTHAMPTON","PA","1176564","Populated Place","Harpers","Northampton","40.7792614","-75.5565741","176","577",TRUE,0.833333333333333
"HARRIETTSTOWN",NA,"HARRIETTSTOWN (1)","FRANKLIN",NA,NA,"NY","1849",TRUE,"1853","3",25240,"Franklin","HARRIETSTOWN","FRANKLIN","NY","970192","Populated Place","Harrietstown","Franklin","44.3969967","-74.1584884","564","1850",TRUE,0.923076923076923
"HARRIETTSTOWN",NA,"HARRIETTSTOWN (2)","FRANKLIN",NA,NA,"NY","1890",TRUE,"1924","2",25241,"Franklin","HARRIETSTOWN","FRANKLIN","NY","970192","Populated Place","Harrietstown","Franklin","44.3969967","-74.1584884","564","1850",TRUE,0.923076923076923
"HARRIGAN",NA,"HARRIGAN","GRUNDY",NA,NA,"TN","1905",TRUE,"1922","3",25242,"Grundy","HARRICAN","GRUNDY","TN","1309347","Populated Place","Harrican (historical)","Grundy","35.508405","-85.704144","298","978",TRUE,0.875
"HARRINGTON",NA,"HARRINGTON","BERGEN",NA,NA,"NJ","1890",TRUE,"1927","1",25248,"Bergen","DARLINGTON","BERGEN","NJ","875801","Populated Place","Darlington","Bergen","41.080374","-74.1820897","79","259",TRUE,0.8
"HARRISON",NA,"HARRISON","HARRIS",NA,NA,"GA","1842",FALSE,"1844","9",25296,"Harris","HARRIS","HARRIS","GA","356471","Populated Place","Harris","Harris","32.8648522","-84.8540982","280","919",TRUE,0.75
"HARRISON",NA,"HARRISON","CLINTON",NA,NA,"NY","1807",TRUE,"1808","9",25300,"Clinton","HARRIGAN","CLINTON","NY","972600","Populated Place","Harrigan","Clinton","44.8525431","-73.9665375","554","1818",TRUE,0.75
"HARRISON PURCHASE",NA,"HARRISON PURCHASE","WESTCHESTER",NA,NA,"NY","1828",TRUE,"1836","7",25308,"Westchester","HARRISONS PURCHASE","WESTCHESTER","NY","972978","Populated Place","Harrisons Purchase","Westchester","41.0409305","-73.7145746","107","351",TRUE,0.941176470588235
"HARRISON'S MILLS","HARRISONS MILLS","HARRISON'S MILLS","CRAWFORD",NA,NA,"MO","1832",TRUE,"1880","5",25312,"Crawford","HARRISON MILLS","CRAWFORD","MO","736497","Populated Place","Harrison Mills","Crawford","38.0803246","-91.1465292","212","696",TRUE,0.875
"HART LAKE",NA,"HART LAKE","SUSQUEHANNA",NA,NA,"PA","1883",TRUE,"1889","3",25349,"Susquehanna","HEART LAKE","SUSQUEHANNA","PA","1176729","Populated Place","Heart Lake","Susquehanna","41.8522994","-75.7940791","483","1585",TRUE,0.888888888888889
"HARTLESS",NA,"HARTLESS","BEDFORD",NA,NA,"PA","1817",TRUE,"1817","9",25380,"Bedford","HARTLEY","BEDFORD","PA","1176606","Populated Place","Hartley","Bedford","40.0214702","-78.4525168","317","1040",TRUE,0.75
"HARTSVILLE",NA,"HARTSVILLE","ONONDAGA",NA,NA,"NY","1826",TRUE,"1852","7",25422,"Onondaga","MARYSVILLE","ONONDAGA","NY","956627","Populated Place","Marysville","Onondaga","42.9839549","-76.4491024","228","748",TRUE,0.8
"HASKELL FLATTS",NA,"HASKELL FLATTS","CATTARAUGUS",NA,NA,"NY","1852",TRUE,"1903","4",25490,"Cattaraugus","HASKELL FLATS","CATTARAUGUS","NY","952344","Populated Place","Haskell Flats","Cattaraugus","42.1508994","-78.3233496","470","1542",TRUE,0.928571428571429
"HAWKERVILLE",NA,"HAWKERVILLE","FRANKLIN",NA,NA,"TN","1850",TRUE,"1860","7",25627,"Franklin","HOCKERVILLE","FRANKLIN","TN","1304815","Populated Place","Hockerville","Franklin","35.2706368","-85.953036","310","1017",TRUE,0.818181818181818
"HAWLEYTOWN",NA,"HAWLEYTOWN","BROOME",NA,NA,"NY","1850",FALSE,"1902","5",25652,"Broome","HAWLEYTON","BROOME","NY","952423","Populated Place","Hawleyton","Broome","42.018687","-75.9160284","387","1270",TRUE,0.9
"HAYNESVILLE",NA,"HAYNESVILLE","HOUSTON",NA,NA,"GA","1835",FALSE,"1904","4",25714,"Houston","HAYNEVILLE","HOUSTON","GA","315260","Populated Place","Hayneville","Houston","32.3834878","-83.6207352","134","440",TRUE,0.909090909090909
"HAYNSWORTH",NA,"HAYNSWORTH","ALACHUA",NA,NA,"FL","1900",TRUE,"1908","4",25722,"Alachua","HAYNESWORTH","ALACHUA","FL","283594","Populated Place","Haynesworth","Alachua","29.8196867","-82.444556","53","174",TRUE,0.9
"HAZEN",NA,"HAZEN","COLUMBIA",NA,NA,"GA","1887",FALSE,"1912","4",25785,"Columbia","HAZEW","COLUMBIA","GA","332720","Populated Place","Hazew","Columbia","33.6209662","-82.2751229","132","433",TRUE,0.8
"HAZLE RUN MILLS",NA,"HAZLE RUN MILLS","ST. FRANCOIS",NA,NA,"MO","1858",TRUE,"1864","7",25794,"St. Francois","HAZEL RUN MILLS","ST. FRANCOIS","MO","756170","Populated Place","Hazel Run Mills","St. Francois","37.9469966","-90.4656801","240","787",TRUE,0.866666666666667
"HAZLEWOOD",NA,"HAZLEWOOD","WEBSTER",NA,NA,"MO","1867",TRUE,"1880","6",25803,"Webster","HAZELWOOD","WEBSTER","MO","738218","Populated Place","Hazelwood","Webster","37.3406032","-92.7862844","412","1352",TRUE,0.777777777777778
"HEBARDSVILLE",NA,"HEBARDSVILLE","WARE",NA,NA,"GA","1913",FALSE,"1929","3",25883,"Ware","HEBARDVILLE","WARE","GA","315292","Populated Place","Hebardville","Ware","31.2410502","-82.3679074","42","138",TRUE,0.916666666666667
"HECKSHERVILLE",NA,"HECKSHERVILLE","SCHUYLKILL",NA,NA,"PA","1846",TRUE,"1863","6",25923,"Schuylkill","HECKSCHERVILLE","SCHUYLKILL","PA","1203770","Populated Place","Heckscherville","Schuylkill","40.7189778","-76.2788367","308","1010",TRUE,0.923076923076923
"HELDERBURGH",NA,"HELDERBURGH","ALBANY",NA,NA,"NY","1846",TRUE,"1850","7",25977,"Albany","HELDERBURG","ALBANY","NY","973326","Populated Place","Helderburg","Albany","42.6000775","-74.0662416","482","1581",TRUE,0.909090909090909
"HEMP-WALLACE",NA,"HEMP-WALLACE","GARLAND",NA,NA,"AR","1914",TRUE,"1922","4",26059,"Garland","HEMPWALLACE","GARLAND","AR","71959","Populated Place","Hempwallace","Garland","34.4439792","-93.2104621","171","561",TRUE,0.916666666666667
"HENDERSONS",NA,"HENDERSONS","WEBSTER",NA,NA,"MO","1852",TRUE,"1905","4",26079,"Webster","HENDERSON","WEBSTER","MO","719367","Populated Place","Henderson","Webster","37.1411613","-93.0599012","408","1339",TRUE,0.9
"HENDERSON'S SPRING","HENDERSONS SPRING","HENDERSON'S SPRING","SEVIER",NA,NA,"TN","1858",TRUE,"1901","4",26082,"Sevier","HENDERSONS SPRINGS","SEVIER","TN","1315219","Populated Place","Hendersons Springs","Sevier","35.8053677","-83.5923902","300","984",TRUE,0.888888888888889
"HENDRICKSBURGH",NA,"HENDRICKSBURGH","LUZERNE",NA,NA,"PA","1853",TRUE,"1870","5",26094,"Luzerne","HENDRICKSBURG","LUZERNE","PA","1213946","Populated Place","Hendricksburg","Luzerne","41.2103599","-75.8965859","217","712",TRUE,0.928571428571429
"HENER",NA,"HENER","MACON",NA,NA,"MO","1899",TRUE,"1907","5",26103,"Macon","HEUER","MACON","MO","740235","Populated Place","Heuer","Macon","39.7083613","-92.8076934","264","866",TRUE,0.8
"HEPLAR",NA,"HEPLAR","SCHUYLKILL",NA,NA,"PA","1814",TRUE,"1927","3",26167,"Schuylkill","HEPLER","SCHUYLKILL","PA","1203787","Populated Place","Hepler","Schuylkill","40.6917527","-76.5774613","274","899",TRUE,0.833333333333333
"HERMAN POND",NA,"HERMAN POND (1)","PENOBSCOT",NA,NA,"ME","1856",TRUE,"1909","3",26194,"Penobscot","HERMON POND","PENOBSCOT","ME","579399","Populated Place","Hermon Pond","Penobscot","44.7828479","-68.9550403","44","144",TRUE,0.909090909090909
"HERMAN POND",NA,"HERMAN POND (2)","PENOBSCOT",NA,NA,"ME","1931",TRUE,"1942","2",26195,"Penobscot","HERMON POND","PENOBSCOT","ME","579399","Populated Place","Hermon Pond","Penobscot","44.7828479","-68.9550403","44","144",TRUE,0.909090909090909
"HERMITAGE SPRING",NA,"HERMITAGE SPRING","CLAY",NA,NA,"TN","1919",TRUE,"1936","2",26215,"Clay","HERMITAGE SPRINGS","CLAY","TN","1287491","Populated Place","Hermitage Springs","Clay","36.5808901","-85.7813663","229","751",TRUE,0.9375
"HERRIOT","HERRIOTS","HERRIOT(S)","LEE",NA,NA,"SC","1888",TRUE,"1889","7",26255,"Lee","HERIOT","LEE","SC","1251503","Populated Place","Heriot","Lee","34.0948769","-80.377856","74","243",TRUE,0.857142857142857
"HERRODTOWN",NA,"HERRODTOWN","TERRELL",NA,NA,"GA","1848",FALSE,"1852","7",26257,"Terrell","HERODTOWN","TERRELL","GA","356269","Populated Place","Herodtown","Terrell","31.69878","-84.441304","91","299",TRUE,0.9
"HEWITVILLE",NA,"HEWITVILLE","ST. LAWRENCE",NA,NA,"NY","1901",TRUE,"1903","6",26304,"St. Lawrence","HEWITTVILLE","ST. LAWRENCE","NY","976432","Populated Place","Hewittville","St. Lawrence","44.7045021","-75.0107536","115","377",TRUE,0.9
"HICKMANS BEND",NA,"HICKMANS BEND","MISSISSIPPI",NA,NA,"AR","1846",TRUE,"1867","7",26342,"Mississippi","HICKMAN BEND","MISSISSIPPI","AR","50043","Populated Place","Hickman Bend","Mississippi","35.9442408","-89.7331361","78","256",TRUE,0.923076923076923
"HIGH CLIFF",NA,"HIGH CLIFF","CAMPBELL",NA,NA,"TN","1903",FALSE,"1923","3",26478,"Campbell","HIGHCLIFF","CAMPBELL","TN","1287727","Populated Place","Highcliff","Campbell","36.5823034","-84.076039","295","968",TRUE,0.9
"HIGH FALLS",NA,"HIGH FALLS","GENEVA",NA,NA,"AL","1874",TRUE,"1899","5",26481,"Geneva","HIGHFALLS","GENEVA","AL","156472","Populated Place","Highfalls","Geneva","31.0985107","-85.7999344","74","243",TRUE,0.9
"HIGH TOWER",NA,"HIGH TOWER","CLEBURNE",NA,NA,"AL","1878",FALSE,"1944","2",26516,"Cleburne","HIGHTOWER","CLEBURNE","AL","120085","Populated Place","Hightower","Cleburne","33.531777","-85.3955076","367","1204",TRUE,0.9
"HIGHLAND",NA,"HIGHLAND","COOS",NA,NA,"NH","1876",TRUE,"1881","7",26541,"Coos","HIGHLANDS","COOS","NH","867488","Populated Place","Highlands","Coos","44.3728389","-71.438413","359","1178",TRUE,0.875
"HIGHLAND SPRING",NA,"HIGHLAND SPRING","GRAINGER",NA,NA,"TN","1897",TRUE,"1902","6",26564,"Grainger","HIGHLAND SPRINGS","GRAINGER","TN","1314265","Populated Place","Highland Springs","Grainger","36.2295288","-83.6426823","307","1007",TRUE,0.933333333333333
"HIGHPOINT",NA,"HIGHPOINT","MARSHALL",NA,NA,"AL","1898",TRUE,"18903","6",26580,"Marshall","HIGH POINT","MARSHALL","AL","120061","Populated Place","High Point","Marshall","34.2423167","-86.2785909","312","1024",TRUE,0.888888888888889
"HIGHPOINT",NA,"HIGHPOINT","LAURENS",NA,NA,"SC","1885",TRUE,"1903","5",26582,"Laurens","HIGH POINT","LAURENS","SC","1247335","Populated Place","High Point","Laurens","34.4217898","-82.0459363","205","673",TRUE,0.888888888888889
"HILANDALE",NA,"HILANDALE","LEFLORE",NA,NA,"MS","1901",TRUE,"1904","5",26601,"Leflore","HIGHLANDALE","LEFLORE","MS","671197","Populated Place","Highlandale","Leflore","33.6806722","-90.3439759","39","128",TRUE,0.777777777777778
"HILL SIDE",NA,"HILL SIDE","ONEIDA",NA,NA,"NY","1851",TRUE,"1866","7",26634,"Oneida","HILLSIDE","ONEIDA","NY","952835","Populated Place","Hillside","Oneida","43.3570138","-75.3873953","207","679",TRUE,0.888888888888889
"HILL VIEW",NA,"HILL VIEW","WARREN",NA,NA,"NY","1877",FALSE,"1911","1",26639,"Warren","HILLVIEW","WARREN","NY","948420","Populated Place","Hillview","Warren","43.4792357","-73.6870621","101","331",TRUE,0.888888888888889
"HILLS VIEW","HILL'S VIEW","HILL(')S VIEW","WESTMORELAND",NA,NA,"PA","1839",TRUE,"1905","4",26642,"Westmoreland","HILLSVIEW","WESTMORELAND","PA","1177123","Populated Place","Hillsview","Westmoreland","40.2786835","-79.1728092","442","1450",TRUE,0.9
"HILLSDALE",NA,"HILLSDALE","GREENVILLE",NA,NA,"SC","1886",TRUE,"1899","6",26703,"Greenville","HILLANDALE","GREENVILLE","SC","1245190","Populated Place","Hillandale","Greenville","34.9001172","-82.4106769","323","1060",TRUE,0.777777777777778
"HINSONSPRING",NA,"HINSONSPRING","HENDERSON",NA,NA,"TN","1895",TRUE,"1915","4",26799,"Henderson","HINSON SPRING","HENDERSON","TN","1287900","Populated Place","Hinson Spring","Henderson","35.6278483","-88.4244917","134","440",TRUE,0.916666666666667
"HIPSEY",NA,"HIPSEY","MARION",NA,NA,"AR","1891",FALSE,"1926","3",26810,"Marion","HEPSEY","MARION","AR","61029","Populated Place","Hepsey (historical)","Marion","36.077294","-92.4704385","141","463",TRUE,0.833333333333333
"HOESVILLE",NA,"HOESVILLE","FULTON",NA,NA,"NY","1846",TRUE,"1849","5",26917,"Fulton","HOESEVILLE","FULTON","NY","952921","Populated Place","Hoeseville","Fulton","43.0195188","-74.1037403","257","843",TRUE,0.888888888888889
"HOFFLIN",NA,"HOFFLIN","CRAWFORD",NA,NA,"MO","1903",TRUE,"1943","2",26922,"Crawford","HOFFLINS","CRAWFORD","MO","750353","Populated Place","Hofflins","Crawford","38.0958789","-91.3607041","313","1027",TRUE,0.857142857142857
"HOGGARD'S MILLS","HOGGARDS MILLS","HOGGARD'S MILLS","BAKER",NA,NA,"GA","1877",FALSE,"1896","6",26950,"Baker","HOGGARDS MILL","BAKER","GA","342837","Populated Place","Hoggards Mill","Baker","31.2171262","-84.470745","36","118",TRUE,0.866666666666667
"HOLLAND",NA,"HOLLAND","ANDERSON",NA,NA,"SC","1894",TRUE,"1901","4",27017,"Anderson","HOLLANDS","ANDERSON","SC","1246012","Populated Place","Hollands","Anderson","34.3917717","-82.8079158","210","689",TRUE,0.857142857142857
"HOLSTON MILLS",NA,"HOLSTON MILLS","SULLIVAN",NA,NA,"TN","1874",TRUE,"1878","6",27169,"Sullivan","HOLSTON HILLS","SULLIVAN","TN","1288143","Populated Place","Holston Hills","Sullivan","36.5045464","-82.5132042","407","1335",TRUE,0.923076923076923
"HONEYCREEK",NA,"HONEYCREEK","ROCKDALE",NA,NA,"GA","1900",FALSE,"1900","7",27282,"Rockdale","HONEY CREEK","ROCKDALE","GA","357554","Populated Place","Honey Creek (historical)","Rockdale","33.6042781","-84.0485245","242","794",TRUE,0.9
"HOOPESTON",NA,"HOOPESTON","MONTGOMERY",NA,NA,"PA","1902",TRUE,"1910","4",27328,"Montgomery","HOOVERTON","MONTGOMERY","PA","1197668","Populated Place","Hooverton","Montgomery","40.1478854","-75.3304584","55","180",TRUE,0.777777777777778
"HOPAHKA",NA,"HOPAHKA","LEAKE",NA,NA,"MS","1839",TRUE,"1859","6",27347,"Leake","HOPOHKA","LEAKE","MS","691942","Populated Place","Hopohka","Leake","32.8343005","-89.5064604","121","397",TRUE,0.857142857142857
"HOPEVALE",NA,"HOPEVALE","TOLLAND",NA,NA,"CT","1892",TRUE,"1901","7",27400,"Tolland","HOPE VALE","TOLLAND","CT","212480","Populated Place","Hope Vale","Tolland","41.63371","-72.3750833","119","390",TRUE,0.875
"HOPEWELL",NA,"HOPEWELL","LINCOLN",NA,NA,"TN","1833",TRUE,"1834","8",27409,"Lincoln","HOWELL","LINCOLN","TN","1288552","Populated Place","Howell","Lincoln","35.2300796","-86.6111075","228","748",TRUE,0.75
"HOPING",NA,"HOPING","SALINE",NA,NA,"MO","1888",TRUE,"1907","5",27433,"Saline","KOPING","SALINE","MO","740033","Populated Place","Koping","Saline","38.960298","-93.129368","236","774",TRUE,0.833333333333333
"HOPSONS",NA,"HOPSONS","COAHOMA",NA,NA,"MS","1857",TRUE,"1867","7",27457,"Coahoma","HOPSON","COAHOMA","MS","671454","Populated Place","Hopson","Coahoma","34.1587206","-90.5464867","51","167",TRUE,0.857142857142857
"HORESHOE",NA,"HORESHOE","DIXIE",NA,NA,"FL","1904",FALSE,"1948","1",27479,"Dixie","HORSESHOE","DIXIE","FL","300240","Populated Place","Horseshoe","Dixie","29.5193989","-83.2534661","5","16",TRUE,0.875
"HORN'S CROSS ROADS","HORNS CROSS ROADS","HORN'S CROSS ROADS","MILLER",NA,NA,"GA","1877",FALSE,"1902","5",27512,"Miller","HORNS CROSS ROAD","MILLER","GA","335164","Populated Place","Horns Cross Road (historical)","Miller","31.1185162","-84.8596458","58","190",TRUE,0.888888888888889
"HORSE GALL",NA,"HORSE GALL","HAMPTON",NA,NA,"SC","1853",FALSE,"1908","4",27530,"Hampton","HORSEGALL","HAMPTON","SC","1232170","Populated Place","Horsegall","Hampton","32.7440611","-81.0437184","28","92",TRUE,0.9
"HOSERG",NA,"HOSERG","LAWRENCE",NA,NA,"MO","1905",TRUE,"1968","1",27574,"Lawrence","HOBERG","LAWRENCE","MO","719649","Populated Place","Hoberg","Lawrence","37.0697789","-93.8488183","355","1165",TRUE,0.833333333333333
"HOUSEVILLE",NA,"HOUSEVILLE","LEWIS",NA,NA,"NY","1828",FALSE,"1911","3",27624,"Lewis","HOSEVILLE","LEWIS","NY","972628","Populated Place","Hoseville","Lewis","43.6814582","-75.4446251","400","1312",TRUE,0.9
"HOWARD'S MILLS","HOWARDS MILLS","HOWARD'S MILLS","ST. CLAIR",NA,NA,"MO","1854",TRUE,"1886","6",27671,"St. Clair","HOWARDS MILL","ST. CLAIR","MO","755904","Populated Place","Howards Mill","St. Clair","37.8944782","-93.7546544","237","778",TRUE,0.857142857142857
"HOWELLTON",NA,"HOWELLTON","ETOWAH",NA,NA,"AL","1885",TRUE,"1905","4",27716,"Etowah","HOWELTON","ETOWAH","AL","120485","Populated Place","Howelton","Etowah","34.0559299","-86.1835878","302","991",TRUE,0.888888888888889
"HUFFMANS",NA,"HUFFMANS","MORGAN",NA,NA,"TN","1906",TRUE,"1909","5",27842,"Morgan","HUFFMAN","MORGAN","TN","1315272","Populated Place","Huffman","Morgan","36.279243","-84.6532765","430","1411",TRUE,0.875
"HULDA",NA,"HULDA","BENTON",NA,NA,"MO","1904",TRUE,"1916","3",27897,"Benton","HILDA","BENTON","MO","740438","Populated Place","Hilda","Benton","38.3630794","-93.178535","248","814",TRUE,0.8
"HULDA",NA,"HULDA","JACKSON",NA,NA,"MS","1903",TRUE,"1904","7",27898,"Jackson","HILDA","JACKSON","MS","689024","Populated Place","Hilda","Jackson","30.3946436","-88.668077","5","16",TRUE,0.8
"HUMBERTSVILLE",NA,"HUMBERTSVILLE","SOMERSET",NA,NA,"PA","1863",TRUE,"1865","8",27934,"Somerset","LAMBERTSVILLE","SOMERSET","PA","1178828","Populated Place","Lambertsville","Somerset","40.0742451","-78.9130794","684","2244",TRUE,0.846153846153846
"HUNT'S STATION","HUNT'S","HUNT'S STATION","FRANKLIN",NA,NA,"TN","1860",TRUE,"1882","5",28041,"Franklin","HUNTS STATION","FRANKLIN","TN","1288762","Populated Place","Hunts Station","Franklin","35.0511972","-86.2697099","286","938",TRUE,0.928571428571429
"HUNTVILLE",NA,"HUNTVILLE","FRANKLIN",NA,NA,"VT","1893",TRUE,"1901","7",28060,"Franklin","HUNTSVILLE","FRANKLIN","VT","1457941","Populated Place","Huntsville","Franklin","44.6997716","-72.9840284","145","476",TRUE,0.888888888888889
"HYDESSURGH",NA,"HYDESSURGH","RALLS",NA,NA,"MO","1832",FALSE,"1871","5",28212,"Ralls","HYDESBURGH","RALLS","MO","754980","Populated Place","Hydesburgh","Ralls","39.6763938","-91.4672444","220","722",TRUE,0.9
